original_object	original_description	gpt_simplification
statua (elemento d'insieme)	Il personaggio, è rappresentato di tre quarti, lievemente rivolto verso destra, stante, con il libro aperto in mano. Il capo è aureolato e il volto è giovanile, imberbe; capelli mossi. Indossa tunica con maniche lunghe e largo scollo e manto panneggiato che gli cinge i fianchi. I piedi sono nudi. Sulla sinistra, immediatamente al di sotto del libro, è scolpito un aquila in volo, con il muso rivolto verso destra. Poggia su un basamento a sezione mistilinea, con basso gradino, con foro ovale al centro, profilato, superiormente, da cornice modinata. Anche la base è dorata	Il personaggio è rappresentato in piedi, con una lieve torsione del busto verso sinistra. Ha una barba, è stempiato e ha un'aureola. Indossa una tunica con lunghe maniche e un mantello che gli cinge i fianchi. Ai piedi ha dei sandali. In una mano tiene una spada rivolta verso il basso, l'altra mano è sollevata con l'indice puntato verso l'alto. La base è dorata e ha una sezione mistilinea con un basso gradino, profilato da volute e con un foro ovale al centro, con una cornice modanata mistilinea.
statua (elemento d'insieme)	Il personaggio è rappresentato stante, con una lieve torsione del busto, rivolto verso sinistra. Il capo, barbato, stempiato e aureolato. Indossa una tunica girocollo con lunghe maniche e un mantello, fittamente panneggiato, che gli cinge i fianchi. Sandali ai piedi. In una mano tiene la spada, rivolta verso il basso, l'altra è sollevata e con l'indice rivolto verso l'alto. Poggia su un basamento a sezione mistilinea, con basso gradino, profilato da volute e con un foro ovale al centro; superiormente cornice modinata mistilinea. Anche la base è dorata	Il personaggio è rappresentato in piedi, frontalmente. Ha una barba e un'aureola. Indossa un mantello che copre una spalla e lascia parte del petto scoperto, e gli cinge i fianchi. I piedi sono nudi. Entrambe le braccia sono sollevate, una mano ha l'indice puntato verso l'alto. Ai piedi del personaggio c'è un agnello accovacciato. La base è dorata e ha una sezione mistilinea con un basso gradino, profilato da volute e con un foro ovale al centro, con una cornice modanata mistilinea.
statua (elemento d'insieme)	Il personaggio è rappresentato stante, frontalmente. Il capo è barbato e aureolato. Indossa un manto, fittamente panneggiato, che poggia su una sola spalla, lasciando parte del petto scoperto, e gli cinge i fianchi. I piedi sono nudi. Entrambe le braccia sono sollevate; una mano ha l'indice puntato verso l'alto. Ai piedi del Cristo, accovacciato, l'agnello. Poggia su un basamento a sezione mistilinea, con basso gradino, profilato da volute e con un foro ovale al centro; superiormente cornice modinata mistilinea. Anche la base è dorata	Il personaggio è rappresentato in piedi, con una lieve torsione del busto verso destra. Ha i capelli corti e guarda verso l'alto. Indossa una tunica e una dalmatica. Su un polso c'è un manipolo. Ai piedi ha delle scarpe. Una mano è sul petto, l'altra mano sollevata mostra alcune pietre. La base è dorata e ha una sezione mistilinea con un basso gradino, profilato da volute e con un foro ovale al centro, con una cornice modanata mistilinea.
statua (elemento d'insieme)	Il personaggio è rappresentato stante, con una lieve torsione del busto verso destra. Il capo, con i capelli corti, è rivolto verso l'alto. Indossa una tunica e al di sopra una dalmatica, panneggiata. Su un polso poggia un manipolo. Scarpe ai piedi. Una mano è rivolta al petto; l'altra, con braccio sollevato, mostra alcune pietre. Poggia su un basamento a sezione mistilinea, con basso gradino, profilato da volute e con un foro ovale al centro; superiormente cornice modinata mistilinea. Anche la base è dorata	Il personaggio è rappresentato in piedi, con una lieve torsione del busto verso destra. Ha i capelli corti e guarda verso il basso. Indossa una tunica e una dalmatica. Ai piedi ha delle scarpe. Le mani sembrano sorreggere una graticola, ora perduta. La base è dorata e ha una sezione mistilinea con un basso gradino, profilato da volute e con un foro ovale al centro, con una cornice modanata mistilinea.
statua (elemento d'insieme)	Il personaggio è rappresentato stante, con una lieve torsione del busto verso destra. Il capo, con i capelli corti, è rivolto verso il basso. Indossa una tunica e al di sopra una dalmatica, panneggiata. Scarpe ai piedi. Entrambe le mani dovevano, originariamente, sorreggere una graticola, perduta, come suggerisce la loro posa. Poggia su un basamento a sezione mistilinea, con basso gradino, profilato da volute e con un foro ovale al centro; superiormente cornice modinata mistilinea. Anche la base è dorata	L'aspersorio ha un'impugnatura liscia e un fusto decorato con foglie di alloro. Le foglie decorano anche il pomo.
aspersorio (elemento d'insieme)	Aspersorio costituito da impugnatura liscia e fusto decorato con foglie di alloro, all'altezza della strozzatura centrale, che ritornano anche nella decorazione del pomo	Il piede circolare ha un bordo di foglie d'acanto. La sottocoppa è decorata con grandi foglie d'acanto, che sono anche sul coperchio. Teste di cherubini sono all'attacco delle catenelle. Sulla base ci sono tre punzoni: la croce mauriziana, la testa di toro e il marchio del mastro argentiere.
turibolo (a coppa, elemento d'insieme)	Sul piede circolare è presente un bordo di foglie d'acanto. Sottocoppa baccellato con grandi foglie d'acanto le quali sono anche, lavorate a giorno, il motivo decorativo del coperchio, leggermente a bulbo. Teste di cherubini all'attacco delle catenelle. Sull'orlo della base, tre punzoni: la croce mauriziana attestante la qualità della lega; la testa di toro distintivo dell'Ufficio Marchio di Torino; il marchio del mastro argentiere non identificabile	La base circolare ha un bordo di foglie d'acanto. La sottocoppa è decorata con una grande foglia d'acanto. Metà del coperchio è a conchiglia. Sulla base ci sono tre punzoni: la croce mauriziana, la testa di toro e il marchio del mastro argentiere.
navicella portaincenso (elemento d'insieme)	Sulla base circolare è presente un bordo di foglie d'acanto. Sottocoppa baccellato ed al centro grande foglia d'acanto. Metà copertura a conchiglia. Sulla base, tre punzoni: la croce mauriziana attestante la qualità della lega; la testa di toro distintivo dell'Ufficio Marchio di Torino; il marchio del mastro argentiere non identificabile	Questo è un oggetto che ha una base chiamata 'piede circolare festonato' con grandi foglie intorno. La parte superiore è una coppa biconica, con un particolare bordo chiamato baccellatura e un collo che termina con un becco frastagliato. Il manico ha una forma elegante. Sotto l'oggetto, c'è un'impronta di un punzone che indica che è stato fatto nel 1800 (Croce Mauriziana) e da un ufficio di Torino. Ci sono anche altri tre punzoni che non possiamo identificare.
brocca (elemento d'insieme)	Piede circolare festonato da grandi foglie a margine intero. Coppa biconica con baccellatura agli estremi e collo con becco frastagliato. Elegante voluta nel manico. Nel sottobase l'impronto del punzone attestante il titolo 800 (Croce Mauriziana) e dell'Ufficio Marchio di Torino. Altri tre punzoni non sono identificabili	Questo è un pianeta realizzato con un tessuto speciale chiamato broccato, che ha un fondo argentato e disegni in oro. Il disegno è fatto con nastri che si muovono in modo sinuoso e si sdoppiano, terminando in fiori di loto chiusi e aperti. Ci sono anche cespi di foglie attorno. Questo tessuto è stato usato in modo alternato per creare una casula, un tipo di paramento. Non ci sono galloni, ma ci sono croci intagliate negli accessori.
detto di Pio V (pianeta)	Pianeta dal tessuto broccato fondo argentato filato con disegno in oro filato. L'armatura raso, verde azzurrino, di fondo appare solo nei profili del disegno. Disegno: sviluppo verticale di coppie speculari di nastri ad andamento fortemente sinuoso. Questi si sdoppiano ad ogni ansa con altro girale, terminante in fiore di loto chiuso e aperto. Cespi di foglie nelle legature. Il tessuto a doppia facciata è stato usato in modo alternato nella composizione della casula. Il paramento, privo di galloni, ha conservato le croci in intagliatela negli accessori	Questo è un piviale realizzato in damasco di seta verde, con un disegno verde. Il motivo principale è un vaso a cratere con un mazzo di fiori stilizzati, tra cui un cardo e un melograno allungato. Questo motivo si ripete in verticale ed è incorniciato da rametti con fiori simili. Ha un gallone in tessuto d'oro con un motivo a losanghe, e una frangia in filo d'oro.
piviale (elemento d'insieme)	Piviale in damasco in seta fondo verde, disegno verde. Disegno: vaso a cratere con mazzo di fiori stilizzati fra i quali il cardo ed il melograno allungato. Tale motivo, che si ripete in successione verticale, è inserito in una cornice di rametti con uguali fiori. Gallone tessuto in oro filato, lamellare e riccio con motivo a losanghe. Frangia in filo oro a reticella annodata	Il tessuto di questo oggetto ha un fondo rosso e un disegno broccato. I fiori sono in seta policroma e oro. Il disegno ha lunghe foglie frastagliate in oro e grandi fiori di peonie rosso-violetto, con fiordalisi azzurri. Questo motivo è legato da un cordone con fiocchi, formando medaglioni con mazzi di fiori. Il gallone è in oro con foglie acquatiche.
pianeta (elemento d'insieme)	Il tessuto è costituito da un fondo rosso di raso damascato, broccato a più trame in sete policrome e oro lamellare, filato e riccio. Disegno: motivo a sviluppo verticale di lunghe foglie frastagliate, in oro, ad andamento sinuoso, con grandi fiori di peonie rosso-violetto, e fiordalisi azzurri. Tale festone è legato da un cordone, con fiocchi, a formare dei medaglioni nei quali vi sono ricchi mazzi di fiori. Gallone tessuto in oro filato e lamellare con motivo di foglie acquatiche ai bordi su fondo cannellé	Questo tessuto ha un fondo rosa-salmone e un disegno che crea effetti di slegatura. Sul fondo ci sono losanghe, e un ramoscello fiorito di campanule stilizzate si snoda verticalmente. Ci sono anche rametti con foglie e bacche. Il gallone è in oro, con un motivo a nastro che si svolge a spirale.
pianeta (elemento d'insieme)	Tessuto a fondo gros, disegno per effetti di slegatura delle due trame di fondo e di trame broccate in oro lamellare, filato e riccio. Fondo rosa-salmone. Disegno: sul fondo operato a losanghe, si snoda, ad andamento ondulato verticale, un tenue ramoscello fiorito abbondantemente di campanule stilizzate. Si alternano a questo motivo dei rametti con foglie e bacche. Gallone tessuto in oro filato e lamellare con motivo di nastro svolgentesi a spirale su fondo cannelé	Questo pianeta è di tessuto viola scuro in seta damascata, con disegni in oro e argento. C'è un nastro tipo 'pizzo' viola chiaro che si muove verticalmente, con un ramoscello di fiorellini stilizzati tipo cardo. Si intreccia un altro ramoscello con foglie palmate. Il gallone è in oro e ha un motivo di nastro con ramoscelli.
pianeta (elemento d'insieme)	Pianeta in tessuto con fondo viola scuro di seta damascata, broccato a più trame in oro e argento filato, lamellare e riccio. Disegno: lungo un nastro tipo 'pizzo', in damasco viola chiaro, procedente sinuoso in senso verticale, corre un ramoscello con fiorellini stilizzati tipo cardo. A questo si intreccia altro ramoscello con lunghe foglie palmate. Gallone festonato tessuto in oro filato e lamellare con motivo di nastro, ornato di ramoscelli con foglie, attorcigliato a due aste	Il tessuto ha un fondo bianco in seta damascata con disegni in oro e sete di vari colori. Ci sono due gruppi floreali alternati. In uno ci sono rametti con peonie, nell'altro ci sono rametti con grappoli di semi e garofani. Il gallone è in oro con un motivo di foglie attorcigliate.
pianeta (elemento d'insieme)	Tessuto a fondo bianco di seta damascata a più trame in oro filato e riccio e sete a molteplici sfumature. Colore: bianco, rosso verde, viola, amaranto, azzurro oltremare. Disegno: motivo di due gruppi floreali alternati e allineati orizzontalmente. In uno coppia di rametti con grandi peonie, nell'altro coppia di rametti con grappoli di semi e garofani. Gallone festonato tessuto in oro filato e lamellare con motivo di foglie attorcigliate e fiori	Questo oggetto è fatto di seta gialla, con un fondo grosso e un gallone in argento. Ha un motivo di rombi alternati su fondo cannetillé. Il gallone è stato sostituito con uno più recente nelle maniche di una dalmatica, e i bordi hanno un festone.
dalmatica (elemento d'insieme)	Fondo gros moiré di seta gialla laminato in oro. Gallone tessuto in argento filato e lamellare con motivo di grandi e piccoli rombi alternati su fondo cannetillé. Il gallone è stato sostituito, con altro di fattura più recente, nelle maniche di una dalmatica. I bordi hanno festone a fuselli	La tela è di seta rossa laminata in oro. Il gallone in oro ha un motivo di grandi foglie acquatiche legate da un ramoscello.
pianeta (elemento d'insieme)	Tela in seta rossa laminata oro. Gallone tessuto in oro filato e lamellare con motivo di grandi foglie acquatiche, opposte e legate fra loro da un sottile ramoscello sinuoso	Questo damasco è di seta viola e presenta un grande mazzo di fiori in un vaso ad anfora. È incorniciato da una ghirlanda di pampini con uva e spighe. Il gallone è in oro con un motivo di acanto.
dalmatica (elemento d'insieme)	Damasco in seta, fondo viola. Disegno: un grande mazzo di fiori, fra i quali una peonia, è posto in un vaso ad anfora biansata e con baccellature. Tale motivo a medaglione è incorniciato da ghirlanda di pampini con uva e spighe. Gallone tessuto in oro filato e riccio con motivo di acanto svolgentesi a spirale e foglioline	Questo damasco di seta ha un fondo rosso e un disegno verticale con ramoscelli che inquadrano mazzi di fiori, tra cui grandi peonie. Il disegno è contornato da zone in cannetillé. Il gallone è in oro filato e lamellare, con un motivo di foglie di salice a spina di pesce alternate da trifogli.
dalmatica (elemento d'insieme)	Damasco in seta fondo rosso. Disegno: in rosso, motivo sviluppantesi in verticale con ramoscelli inquadranti mazzi di fiori, fra i quali delle grandi peonie, disposti in modo alterno. Il disegno sul fondo di raso è contornato da zone in cannetillé. Gallone tessuto in oro filato e lamellare con motivo di foglie di salice a spina di pesce alternate da trifogli	Il gallone è in oro filato e lamellare, con un motivo di foglie di salice a spina di pesce alternate da trifogli.
pianeta (elemento d'insieme)	Il fondo di seta bianca è quasi totalmente ricoperto dal ricamo a fitto disegno. Sono grandi fiori, fra i quali garofani, peonie ed altri di forma stilizzata, inseriti in un più minuto motivo di girali a foglie e volute con frutta e festoni. Il ricamo a diversi punti è eseguito con sete policrome di toni molto accesi, gli ornati sono in filo d'oro. Il gallone, in tessuto d'argento, è arricchito da un motivo a mandorle, losanghe e acanti ricamati in oro	Questo oggetto ha un fondo di seta bianca quasi completamente ricoperto da un ricamo fitto. Ci sono grandi fiori, tra cui garofani e peonie, in un disegno di girali a foglie, frutta e festoni. Il ricamo è realizzato con sete policrome dai toni vivaci e ornato in filo d'oro. Il gallone è di tessuto d'argento, arricchito da un motivo a mandorle, losanghe e acanti ricamati in oro.
stola (elemento d'insieme)	Il fondo di seta bianca è quasi totalmente ricoperto dal ricamo a fitto disegno. Sono grandi fiori, fra i quali garofani, peonie ed altri di forma stilizzata, inseriti in un più minuto motivo di girali a foglie e volute con frutta e festoni. Il ricamo a diversi punti è eseguito con sete policrome di toni molto accesi, gli ornati sono in filo d'oro. Il gallone, in tessuto d'argento, è arricchito da un motivo a mandorle, losanghe e acanti ricamati in oro	Il fondo di seta bianca è quasi completamente coperto da un ricamo fitto. Ci sono grandi fiori, tra cui garofani e peonie, in un disegno di girali a foglie, frutta e festoni. Il ricamo è eseguito con sete policrome in toni vivaci, con ornamenti in filo d'oro. Il gallone è di tessuto d'argento, arricchito da un motivo a mandorle, losanghe e acanti ricamati in oro.
velo di calice (elemento d'insieme)	Velo di calice in tela di seta marezzata viola-lilla, su cui è realizzato il ricamo in argento filato e riccio. Disegno: bordo con motivo di foglie stilizzate ed intrecciate per il loro sviluppo sinuoso	Questo velo di calice è realizzato in tela di seta marezzata viola-lilla, con un ricamo in argento filato. Il disegno sul bordo presenta foglie stilizzate ed intrecciate che seguono uno sviluppo sinuoso.
borsa del corporale (elemento d'insieme)	Borsa del corporale in tela di seta marezzata viola-lilla, su cui è realizzato il ricamo in argento filato e riccio, sul bordo con motivo di foglie stilizzate ed intrecciate ed al centro con motivo a croce con bracci floreali	Questa borsa del corporale è realizzata in tela di seta marezzata viola-lilla, con un ricamo in argento filato. Sul bordo ci sono foglie stilizzate ed intrecciate, mentre al centro c'è un motivo a croce con bracci floreali.
stola (elemento d'insieme)	Stola confezionata in tela di seta bianca, marezzata. Alle estremità troviamo, in luogo del gallone, a ricamo in filo oro, il motivo a foglie piegate ad S, mentre al centro vi è la croce greca raggiata e frangia terminale	Questa stola è confezionata in tela di seta bianca marezzata. Alle estremità, al posto del gallone, c'è un ricamo in filo d'oro con un motivo a foglie piegate ad S. Al centro, c'è una croce greca raggiata con una frangia terminale.
pianeta (elemento d'insieme)	Pianeta confezionata in raso di seta bianco su cui si stende un ricco ricamo in sete policrome, con grandi fiori e frutta fra ampi girali in filo oro a punto pieno. Sul verso il monogramma di S. Bernardino	Questo pianeta è realizzato in raso di seta bianca, e presenta un ricco ricamo in sete policrome, con grandi fiori e frutta tra ampi girali in filo d'oro a punto pieno. Sul retro, c'è un monogramma di S. Bernardino.
pianeta (elemento d'insieme)	Pianeta confezionata in tela di seta viola con ricamo in filo d'argento eseguito a punto erba, punto lanciato, punto stuoia e altri. Ampie volute fogliacee con grandi fiori frastagliati fan quasi cornice alla successione dei canestri con mazzi di fiori nella zona centrale. Gallone ricamato con motivo a graffe di foglie nei bordi, ramoscelli intrecciati a nastro nel centro	Questo pianeta è confezionato in tela di seta viola con un ricamo in filo d'argento. Il ricamo è eseguito con diversi punti, come punto erba e punto stuoia, e presenta ampie volute fogliacee con grandi fiori frastagliati che fanno cornice ai canestri con mazzi di fiori. Il gallone ha un motivo a graffe di foglie nei bordi e ramoscelli intrecciati a nastro al centro.
decorazione a intaglio (serie)	Le quattro formelle raffigurano gli evangelisti	Quattro formelle raffigurano gli evangelisti. Ogni formella mostra un evangelista diverso, rappresentato in modo distintivo.
decorazione a intaglio	Raffigura un interno; in primo piano le ancelle intente a lavare la neonata. Sullo sfondo si vede sant'Anna nel letto	Questa immagine raffigura un interno, in primo piano ci sono delle ancelle che lavano la neonata. Sullo sfondo, si vede sant'Anna nel letto.
dipinto (elemento d'insieme)	Occupa la cupola del presbiterio. Raffigura la Madonna portata in cielo dagli angeli	Questa opera d'arte si trova sulla cupola del presbiterio. Raffigura la Madonna, che viene portata in cielo da angeli. I colori e i dettagli mostrano la bellezza e la sacralità della scena.
dipinto (elemento d'insieme)	Occupa la volta della navata principale; raffigura la Trinità affiancata dalle virtù teologali e dai dottori della chiesa	Questo affresco si trova sulla volta della navata principale. Mostra la Trinità, che è la rappresentazione di Dio in tre persone, accompagnata dalle virtù teologali e dai dottori della Chiesa.
dipinto (elemento d'insieme)	Entro una cornice polilobata è raffigurata la Nascita della Vergine	In questa cornice polilobata, è rappresentata la Nascita della Vergine. La scena mostra momenti significativi e dolci legati alla nascita di Maria.
dipinto (elemento d'insieme)	Entro una cornice polilobata è raffigurata la Pentecoste	Questa opera d'arte si trova entro una cornice polilobata e rappresenta la Pentecoste, un evento importante in cui gli apostoli ricevono lo Spirito Santo.
dipinto	Raffigura il Cristo trascinato da soldati e carnefici; sulla destra un cane ringhia al suo passaggio	Questa immagine rappresenta il Cristo, che è trascinato da soldati e carnefici. Sulla destra, c'è un cane che ringhia al suo passaggio, creando una scena drammatica.
dipinto	Raffigura il Cristo seduto che viene spogliato dai carnefici ed abbeverato di fiele	In questo dipinto, vediamo il Cristo seduto mentre viene spogliato dai carnefici e abbeverato con fiele, un momento di grande sofferenza.
dipinto	Raffigura il Cristo che viene inchiodato alla croce; sullo sfondo si vedono la Madonna e le donne dolenti	Questa scena rappresenta il Cristo che viene inchiodato alla croce. Sullo sfondo, possiamo vedere la Madonna e le donne dolenti, che esprimono il loro dolore.
dipinto	Raffigura il Cristo morto con il corpo abbandonato in grembo alla Madonna; intorno a lei san Giovanni e la Maddalena dolenti	In quest'opera, vediamo il Cristo morto, con il corpo abbandonato in grembo alla Madonna. Intorno a lei, san Giovanni e la Maddalena mostrano il loro dolore.
dipinto	Raffigura il Cristo morto che viene calato nel sepolcro; alla scena assistono le pie donne	Questa immagine rappresenta il Cristo morto, che viene calato nel sepolcro. In questa scena, assistono le pie donne, mostrando il loro rispetto e tristezza.
dipinto	Raffigura il Cristo caricato della croce da soldati e carnefici	Questa opera d'arte mostra il Cristo caricato della croce da soldati e carnefici. È un momento di grande sofferenza e sacrificio.
dipinto	Raffigura il Cristo che si accascia sotto il peso della croce; su di lui infieriscono i soldati ed i carnefici	In questa scena, il Cristo si accascia sotto il peso della croce. Gli soldati e i carnefici infieriscono su di lui, creando un momento di grande drammaticità.
dipinto	Raffigura il Cristo che, sulla via del Calvario, incontra la Madonna e le pie donne, mentre su di lui infieriscono i soldati ed i carnefici	Questa immagine ritrae il Cristo, mentre sulla via del Calvario incontra la Madonna e le pie donne, mentre i soldati e i carnefici lo maltrattano.
dipinto	Raffigura il Cristo che, sulla via del Calvario, viene aiutato da Simone il Cireneo a portare la croce	In questa scena, il Cristo, sulla via del Calvario, riceve aiuto da Simone il Cireneo per portare la croce, mostrando il tema della compassione.
dipinto	Raffigura il Cristo che, sulla via del Calvario, incontra la Veronica che mostra il velo con l'effigie di Cristo; sullo sfondo i soldati	Il Cristo, sulla via del Calvario, incontra la Veronica, che mostra il velo con l'effigie di Cristo. Sullo sfondo, ci sono i soldati.
dipinto	Raffigura il Cristo che si accascia sotto il peso della croce; su di lui infieriscono i soldati ed i carnefici	Questa immagine mostra il Cristo che si accascia sotto il peso della croce, mentre i soldati e i carnefici lo maltrattano.
dipinto	Raffigura il Cristo che si volta a consolare le donne di Gerusalemme che piangono lungo la sua salita al Calvario. In primo piano una bella figura di bimbo che si volge verso lo spettatore	In questa scena, il Cristo si volta per consolare le donne di Gerusalemme che piangono lungo la sua salita al Calvario. In primo piano, c'è un bambino che si rivolge verso lo spettatore.
dipinto	Raffigura il Cristo che si accascia sotto il peso della croce; su di lui infieriscono i soldati ed i carnefici	Questa immagine mostra il Cristo che si accascia sotto il peso della croce, mentre i soldati e i carnefici infieriscono su di lui.
statua (elemento d'insieme)	La scultura (identificata dalla scheda cartacea come Tobia e l'angelo) raffigura un angelo abbigliato con un ampio abito svolazzante che tiene per mano un bimbo ed indica il cielo con la mano destra	Questa scultura, identificata come Tobia e l'angelo, raffigura un angelo vestito con un ampio abito che tiene per mano un bambino e indica il cielo con la mano destra.
statua (elemento d'insieme)	La scultura raffigura l'arcangelo Michele vestito con armatura, nell'atto di pesare le anime sulla bilancia; sotto i suoi piedi (in parte rovinata e consunta) è la figura di Satana	Questa scultura rappresenta l'arcangelo Michele, vestito con armatura. È nell'atto di pesare le anime sulla bilancia. Sotto i suoi piedi, parzialmente rovinata, c'è la figura di Satana.
dipinto (serie)	I 15 misteri del Rosario sono collocati tutto intorno alla nicchia centrale; presentano cornici in legno dorato con volute fogliacee. I toni sono bruni, tendenti al monocromo	I 15 misteri del Rosario sono collocati tutto intorno alla nicchia centrale. Presentano cornici in legno dorato con volute fogliacee. I toni sono bruni e tendono al monocromo.
dipinto	Affresco di forma ovale raffigurante Cristo in un alone di luce circondato da angeli	Questo affresco ha una forma ovale e raffigura Cristo in un alone di luce, circondato da angeli che mostrano la sua sacralità e importanza.
decorazione a intaglio	Due pannelli rettangolari con cornici decorate da motivi vegetali stilizzati	Due pannelli rettangolari sono decorati con cornici che presentano motivi vegetali stilizzati. Questi pannelli aggiungono un tocco di eleganza e bellezza all'ambiente.
dipinto (elemento d'insieme)	Dipinto raffigurante il primo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto rappresenta il primo Mistero del Rosario, seguendo l'iconografia stabilita nel Seicento. Mostra una scena significativa per la tradizione religiosa.
dipinto (elemento d'insieme)	Dipinto raffigurante il decimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	In questo dipinto è raffigurato il decimo Mistero del Rosario, seguendo l'iconografia ben nota nel Seicento. La scena è ricca di simbolismo e significato.
dipinto (elemento d'insieme)	Dipinto raffigurante il tredicesimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il tredicesimo Mistero del Rosario, secondo l'iconografia stabilita nel Seicento. Rappresenta una parte importante della devozione cristiana.
dipinto (elemento d'insieme)	Dipinto raffigurante il quattordicesimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	In questo dipinto, vediamo il quattordicesimo Mistero del Rosario, seguendo l'iconografia tradizionale del Seicento. La scena è piena di significato e bellezza.
dipinto (elemento d'insieme)	Dipinto raffigurante il quindicesimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto rappresenta il quindicesimo Mistero del Rosario, secondo l'iconografia ben consolidata nel Seicento. La scena trasmette un messaggio di fede.
dipinto (elemento d'insieme)	Dipinto raffigurante il secondo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	In questo dipinto è raffigurato il secondo Mistero del Rosario, seguendo l'iconografia tradizionale del Seicento. Ogni dettaglio contribuisce a raccontare una storia di fede.
dipinto (elemento d'insieme)	Dipinto raffigurante il quarto Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il quarto Mistero del Rosario, seguendo l'iconografia stabilita nel Seicento. La scena è ricca di dettagli e significato.
dipinto (elemento d'insieme)	Dipinto raffigurante il sesto Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	In questo dipinto è rappresentato il sesto Mistero del Rosario, secondo l'iconografia ben nota nel Seicento. La scena racchiude un'importante lezione di fede.
dipinto (elemento d'insieme)	Dipinto raffigurante l'ottavo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto rappresenta l'ottavo Mistero del Rosario. È realizzato secondo l'iconografia tradizionale che si è affermata nel Seicento. Ogni dettaglio racconta una storia di fede.
dipinto (elemento d'insieme)	Dipinto raffigurante La Nascita di Maria, all'interno di un ciclo mariologico dei più tradizionali e destinato fin dall'origine a questa chiesa che è dedicata all'Assunta	In questo dipinto è raffigurata La Nascita di Maria. Questo quadro fa parte di un ciclo mariologico, che è una serie di opere dedicate alla Madonna. È destinato a questa chiesa, che è dedicata all'Assunta.
dipinto (elemento d'insieme)	Dipinto raffigurante L'Annunciazione, all'interno di un ciclo mariologico dei più tradizionali e destinato fin dall'origine a questa chiesa che è dedicata all'Assunta	Questo dipinto rappresenta L'Annunciazione. È un'opera che fa parte di un ciclo mariologico tradizionale, destinato a questa chiesa, che è dedicata all'Assunta.
dipinto (elemento d'insieme)	Dipinto raffigurante La Presentazione di Gesù al tempio, all'interno di un ciclo mariologico dei più tradizionali e destinato fin dall'origine a questa chiesa che è dedicata all'Assunta	In questo dipinto è rappresentata La Presentazione di Gesù al tempio. Anche questo quadro fa parte di un ciclo mariologico tradizionale, creato per questa chiesa dedicata all'Assunta.
decorazione a sbalzo (opera isolata)	Decorazione posta sulla base dell'ostensorio e raffigurante San Barnaba, titolare della chiesa	Questa decorazione si trova sulla base dell'ostensorio. Raffigura San Barnaba, che è il titolare della chiesa. È un'immagine che celebra la sua figura importante.
decorazione a sbalzo (opera isolata)	Decorazione posta sulla base dell'ostensorio e raffigurante San Baudolino, titolare della chiesa	Questa decorazione è posta sulla base dell'ostensorio e rappresenta San Baudolino, che è il titolare della chiesa. La sua figura è di grande significato per questa comunità.
dipinto (elemento d'insieme)	S. Gregorio in veste di pontefice è raffigurato sul lato sinistro del dipinto, in atto di scendere lo scalone, per fare egli stesso l'elemosina ad una folla di poveri inginocchiati	In questo dipinto, San Gregorio è rappresentato in veste di pontefice. Si trova sul lato sinistro, mentre scende le scale per dare l'elemosina a una folla di poveri inginocchiati.
dipinto (elemento d'insieme)	L'affresco centrale raffigura San Gregorio circondato da angeli che lo elevano sino alla Gloria dei cieli	L'affresco centrale raffigura San Gregorio circondato da angeli. Gli angeli lo elevano verso la Gloria dei cieli, mostrando il suo grande onore e la sua santità.
dipinto (elemento d'insieme)	Un medaglione in stucco incornicia l'evangelista Giovanni, rappresentato con il suo simbolo dell'acquila	Un medaglione in stucco incornicia l'evangelista Giovanni. È rappresentato con il suo simbolo, che è l'aquila. Questo simbolo rappresenta la sua visione e il suo messaggio.
dipinto (elemento d'insieme)	Sul lato sinistro dell'affresco è raffigurato Giacobbe addormentato, mentre sogna una scala elevata fino al cielo, dalla quale scendono e salgono degli angeli	Sul lato sinistro dell'affresco, Giacobbe è raffigurato addormentato. Sta sognando una scala che sale fino al cielo, sulla quale scendono e salgono degli angeli.
dipinto (elemento d'insieme)	Nell'affresco è raffigurato Giobbe, spogliato di tutti i beni, abbandonato da tutti, ingiuriato dalla moglie e dai tre amici, Elifaz, Baldad, Sofar	Nell'affresco è raffigurato Giobbe. È spogliato di tutti i suoi beni, abbandonato da tutti, e riceve ingiurie dalla moglie e dai suoi tre amici: Elifaz, Baldad e Sofar.
dipinto (elemento d'insieme)	Nell'affresco è raffigurato l'episodio di Giuditta mentre entra con la sua ancella nella tenda di Olofern ee si appresta a troncarne la testa per riportarla in Betulia	In questo affresco, vediamo l'episodio di Giuditta. Ella entra con la sua ancella nella tenda di Olofern e si prepara a troncare la testa per riportarla in Betulia.
