original_object	original_description	gpt_simplification
navicella portaincenso (elemento d'insieme)	Sulla base circolare è presente un bordo di foglie d'acanto. Sottocoppa baccellato ed al centro grande foglia d'acanto. Metà copertura a conchiglia. Sulla base, tre punzoni: la croce mauriziana attestante la qualità della lega; la testa di toro distintivo dell'Ufficio Marchio di Torino; il marchio del mastro argentiere non identificabile	La base circolare ha un bordo di foglie d'acanto. La sottocoppa è decorata con una grande foglia d'acanto. Metà del coperchio è a conchiglia. Sulla base ci sono tre punzoni: la croce mauriziana, la testa di toro e il marchio del mastro argentiere.
brocca (elemento d'insieme)	Piede circolare festonato da grandi foglie a margine intero. Coppa biconica con baccellatura agli estremi e collo con becco frastagliato. Elegante voluta nel manico. Nel sottobase l'impronto del punzone attestante il titolo 800 (Croce Mauriziana) e dell'Ufficio Marchio di Torino. Altri tre punzoni non sono identificabili	Il piede circolare è decorato con grandi foglie. La coppa ha una forma biconica con decorazioni a coste agli estremi e un collo con becco frastagliato. Il manico ha un'elegante voluta. Sotto la base ci sono i punzoni che attestano il titolo 800 (Croce Mauriziana) e dell'Ufficio Marchio di Torino. Altri tre punzoni non sono identificabili.
detto di Pio V (pianeta)	Pianeta dal tessuto broccato fondo argentato filato con disegno in oro filato. L'armatura raso, verde azzurrino, di fondo appare solo nei profili del disegno. Disegno: sviluppo verticale di coppie speculari di nastri ad andamento fortemente sinuoso. Questi si sdoppiano ad ogni ansa con altro girale, terminante in fiore di loto chiuso e aperto. Cespi di foglie nelle legature. Il tessuto a doppia facciata è stato usato in modo alternato nella composizione della casula. Il paramento, privo di galloni, ha conservato le croci in intagliatela negli accessori	La pianeta è fatta di tessuto broccato con un fondo argentato e disegni in oro. Il tessuto di raso verde-azzurrino appare solo nei profili del disegno. Il disegno mostra nastri sinuosi che terminano in fiori di loto. Il tessuto è stato usato in modo alternato nella composizione della casula. Non ci sono galloni, ma le croci sono conservate negli accessori.
piviale (elemento d'insieme)	Piviale in damasco in seta fondo verde, disegno verde. Disegno: vaso a cratere con mazzo di fiori stilizzati fra i quali il cardo ed il melograno allungato. Tale motivo, che si ripete in successione verticale, è inserito in una cornice di rametti con uguali fiori. Gallone tessuto in oro filato, lamellare e riccio con motivo a losanghe. Frangia in filo oro a reticella annodata	Il piviale è fatto di damasco di seta verde con disegni di vasi con mazzi di fiori stilizzati, tra cui cardo e melograno. Il motivo si ripete verticalmente ed è inserito in una cornice di rametti con fiori. Il gallone è tessuto in oro con motivo a losanghe e ha una frangia in filo d'oro annodata.
pianeta (elemento d'insieme)	Il tessuto è costituito da un fondo rosso di raso damascato, broccato a più trame in sete policrome e oro lamellare, filato e riccio. Disegno: motivo a sviluppo verticale di lunghe foglie frastagliate, in oro, ad andamento sinuoso, con grandi fiori di peonie rosso-violetto, e fiordalisi azzurri. Tale festone è legato da un cordone, con fiocchi, a formare dei medaglioni nei quali vi sono ricchi mazzi di fiori. Gallone tessuto in oro filato e lamellare con motivo di foglie acquatiche ai bordi su fondo cannellé	Il tessuto ha un fondo rosso di raso damascato, broccato con sete policrome e oro. Il disegno mostra lunghe foglie frastagliate in oro, con fiori di peonie rosso-violetto e fiordalisi azzurri. Il motivo è legato da un cordone con fiocchi, formando medaglioni con mazzi di fiori. Il gallone è tessuto in oro con motivo di foglie acquatiche.
pianeta (elemento d'insieme)	Tessuto a fondo gros, disegno per effetti di slegatura delle due trame di fondo e di trame broccate in oro lamellare, filato e riccio. Fondo rosa-salmone. Disegno: sul fondo operato a losanghe, si snoda, ad andamento ondulato verticale, un tenue ramoscello fiorito abbondantemente di campanule stilizzate. Si alternano a questo motivo dei rametti con foglie e bacche. Gallone tessuto in oro filato e lamellare con motivo di nastro svolgentesi a spirale su fondo cannelé	Il tessuto ha un fondo gros con disegni ottenuti dalla slegatura delle trame e trame broccate in oro. Il fondo è rosa-salmone. Il disegno mostra un ramoscello fiorito con campanule stilizzate e rametti con foglie e bacche. Il gallone è tessuto in oro con motivo di nastro a spirale.
pianeta (elemento d'insieme)	Pianeta in tessuto con fondo viola scuro di seta damascata, broccato a più trame in oro e argento filato, lamellare e riccio. Disegno: lungo un nastro tipo 'pizzo', in damasco viola chiaro, procedente sinuoso in senso verticale, corre un ramoscello con fiorellini stilizzati tipo cardo. A questo si intreccia altro ramoscello con lunghe foglie palmate. Gallone festonato tessuto in oro filato e lamellare con motivo di nastro, ornato di ramoscelli con foglie, attorcigliato a due aste	La pianeta è fatta di tessuto viola scuro di seta damascata, broccato con oro e argento. Il disegno mostra un nastro tipo 'pizzo' con ramoscelli e fiorellini stilizzati. Il gallone è tessuto in oro con motivo di nastro ornato di ramoscelli con foglie.
pianeta (elemento d'insieme)	Tessuto a fondo bianco di seta damascata a più trame in oro filato e riccio e sete a molteplici sfumature. Colore: bianco, rosso verde, viola, amaranto, azzurro oltremare. Disegno: motivo di due gruppi floreali alternati e allineati orizzontalmente. In uno coppia di rametti con grandi peonie, nell'altro coppia di rametti con grappoli di semi e garofani. Gallone festonato tessuto in oro filato e lamellare con motivo di foglie attorcigliate e fiori	Il tessuto ha un fondo bianco di seta damascata con trame in oro e sete di vari colori. Il disegno mostra due gruppi floreali alternati: uno con peonie e l'altro con grappoli di semi e garofani. Il gallone è tessuto in oro con motivo di foglie attorcigliate e fiori.
dalmatica (elemento d'insieme)	Fondo gros moiré di seta gialla laminato in oro. Gallone tessuto in argento filato e lamellare con motivo di grandi e piccoli rombi alternati su fondo cannetillé. Il gallone è stato sostituito, con altro di fattura più recente, nelle maniche di una dalmatica. I bordi hanno festone a fuselli	Il tessuto ha un fondo gros moiré di seta gialla laminato in oro. Il gallone è tessuto in argento con motivo di rombi alternati. Il gallone delle maniche di una dalmatica è stato sostituito con uno più recente. I bordi hanno un festone a fuselli.
pianeta (elemento d'insieme)	Tela in seta rossa laminata oro. Gallone tessuto in oro filato e lamellare con motivo di grandi foglie acquatiche, opposte e legate fra loro da un sottile ramoscello sinuoso	Il tessuto è di seta rossa laminata in oro. Il gallone è tessuto in oro con motivo di grandi foglie acquatiche legate da un ramoscello sinuoso.
dalmatica (elemento d'insieme)	Damasco in seta, fondo viola. Disegno: un grande mazzo di fiori, fra i quali una peonia, è posto in un vaso ad anfora biansata e con baccellature. Tale motivo a medaglione è incorniciato da ghirlanda di pampini con uva e spighe. Gallone tessuto in oro filato e riccio con motivo di acanto svolgentesi a spirale e foglioline	Il damasco di seta ha un fondo viola. Il disegno mostra un grande mazzo di fiori in un vaso ad anfora, incorniciato da una ghirlanda di pampini con uva e spighe. Il gallone è tessuto in oro con motivo di acanto a spirale.
dalmatica (elemento d'insieme)	Damasco in seta fondo rosso. Disegno: in rosso, motivo sviluppantesi in verticale con ramoscelli inquadranti mazzi di fiori, fra i quali delle grandi peonie, disposti in modo alterno. Il disegno sul fondo di raso è contornato da zone in cannetillé. Gallone tessuto in oro filato e lamellare con motivo di foglie di salice a spina di pesce alternate da trifogli	Il damasco di seta ha un fondo rosso. Il disegno mostra ramoscelli che inquadrano mazzi di fiori, tra cui grandi peonie. Il disegno è contornato da zone in cannetillé. Il gallone è tessuto in oro con motivo di foglie di salice a spina di pesce e trifogli.
pianeta (elemento d'insieme)	Il fondo di seta bianca è quasi totalmente ricoperto dal ricamo a fitto disegno. Sono grandi fiori, fra i quali garofani, peonie ed altri di forma stilizzata, inseriti in un più minuto motivo di girali a foglie e volute con frutta e festoni. Il ricamo a diversi punti è eseguito con sete policrome di toni molto accesi, gli ornati sono in filo d'oro. Il gallone, in tessuto d'argento, è arricchito da un motivo a mandorle, losanghe e acanti ricamati in oro	Il fondo di seta bianca è ricoperto da un ricamo fitto con grandi fiori, tra cui garofani e peonie, inseriti in un motivo di girali a foglie e volute con frutta e festoni. Il ricamo è eseguito con sete policrome e ornati in filo d'oro. Il gallone è in tessuto d'argento con motivo di mandorle, losanghe e acanti ricamati in oro.
stola (elemento d'insieme)	Il fondo di seta bianca è quasi totalmente ricoperto dal ricamo a fitto disegno. Sono grandi fiori, fra i quali garofani, peonie ed altri di forma stilizzata, inseriti in un più minuto motivo di girali a foglie e volute con frutta e festoni. Il ricamo a diversi punti è eseguito con sete policrome di toni molto accesi, gli ornati sono in filo d'oro. Il gallone, in tessuto d'argento, è arricchito da un motivo a mandorle, losanghe e acanti ricamati in oro	Il fondo di seta bianca è ricoperto da un ricamo fitto con grandi fiori, tra cui garofani e peonie, inseriti in un motivo di girali a foglie e volute con frutta e festoni. Il ricamo è eseguito con sete policrome e ornati in filo d'oro. Il gallone è in tessuto d'argento con motivo di mandorle, losanghe e acanti ricamati in oro.
velo di calice (elemento d'insieme)	Velo di calice in tela di seta marezzata viola-lilla, su cui è realizzato il ricamo in argento filato e riccio. Disegno: bordo con motivo di foglie stilizzate ed intrecciate per il loro sviluppo sinuoso	Il velo di calice è fatto di seta viola-lilla con ricamo in argento. Il disegno mostra un bordo con foglie stilizzate intrecciate.
borsa del corporale (elemento d'insieme)	Borsa del corporale in tela di seta marezzata viola-lilla, su cui è realizzato il ricamo in argento filato e riccio, sul bordo con motivo di foglie stilizzate ed intrecciate ed al centro con motivo a croce con bracci floreali	La borsa del corporale è fatta di seta viola-lilla con ricamo in argento. Il bordo ha un motivo di foglie stilizzate intrecciate e al centro c'è una croce con bracci floreali.
stola (elemento d'insieme)	Stola confezionata in tela di seta bianca, marezzata. Alle estremità troviamo, in luogo del gallone, a ricamo in filo oro, il motivo a foglie piegate ad S, mentre al centro vi è la croce greca raggiata e frangia terminale	La stola è fatta di seta bianca. Alle estremità c'è un ricamo in filo d'oro con motivo di foglie piegate ad S e al centro c'è una croce greca raggiata con frangia terminale.
pianeta (elemento d'insieme)	Pianeta confezionata in raso di seta bianco su cui si stende un ricco ricamo in sete policrome, con grandi fiori e frutta fra ampi girali in filo oro a punto pieno. Sul verso il monogramma di S. Bernardino	La pianeta è fatta di raso di seta bianco con ricamo in sete policrome, mostrando grandi fiori e frutta tra girali in filo d'oro. Sul retro c'è il monogramma di San Bernardino.
pianeta (elemento d'insieme)	Pianeta confezionata in tela di seta viola con ricamo in filo d'argento eseguito a punto erba, punto lanciato, punto stuoia e altri. Ampie volute fogliacee con grandi fiori frastagliati fan quasi cornice alla successione dei canestri con mazzi di fiori nella zona centrale. Gallone ricamato con motivo a graffe di foglie nei bordi, ramoscelli intrecciati a nastro nel centro	La pianeta è fatta di seta viola con ricamo in filo d'argento. Il disegno mostra volute fogliacee con grandi fiori frastagliati e canestri con mazzi di fiori. Il gallone è ricamato con motivo di foglie e ramoscelli intrecciati.
decorazione a intaglio (serie)	Le quattro formelle raffigurano gli evangelisti	Le quattro formelle raffigurano gli evangelisti.
decorazione a intaglio	Raffigura un interno; in primo piano le ancelle intente a lavare la neonata. Sullo sfondo si vede sant'Anna nel letto	Il dipinto mostra un interno con ancelle che lavano una neonata in primo piano. Sullo sfondo si vede Sant'Anna nel letto.
dipinto (elemento d'insieme)	Occupa la cupola del presbiterio. Raffigura la Madonna portata in cielo dagli angeli	Questo affresco si trova nella cupola del presbiterio. Mostra la Madonna portata in cielo dagli angeli.
dipinto (elemento d'insieme)	Occupa la volta della navata principale; raffigura la Trinità affiancata dalle virtù teologali e dai dottori della chiesa	Questo affresco si trova nella volta della navata principale. Mostra la Trinità con le virtù teologali e i dottori della chiesa.
dipinto (elemento d'insieme)	Entro una cornice polilobata è raffigurata la Nascita della Vergine	Questo affresco è dentro una cornice polilobata. Mostra la Nascita della Vergine.
dipinto (elemento d'insieme)	Entro una cornice polilobata è raffigurata la Pentecoste	Questo affresco è dentro una cornice polilobata. Mostra la Pentecoste.
dipinto	Raffigura il Cristo trascinato da soldati e carnefici; sulla destra un cane ringhia al suo passaggio	Questo dipinto mostra Cristo trascinato da soldati e carnefici. A destra, un cane ringhia al suo passaggio.
dipinto	Raffigura il Cristo seduto che viene spogliato dai carnefici ed abbeverato di fiele	Questo dipinto mostra Cristo seduto mentre viene spogliato dai carnefici e abbeverato di fiele.
dipinto	Raffigura il Cristo che viene inchiodato alla croce; sullo sfondo si vedono la Madonna e le donne dolenti	Questo dipinto mostra Cristo inchiodato alla croce. Sullo sfondo si vedono la Madonna e le donne dolenti.
dipinto	Raffigura il Cristo morto con il corpo abbandonato in grembo alla Madonna; intorno a lei san Giovanni e la Maddalena dolenti	Questo dipinto mostra Cristo morto con il corpo abbandonato in grembo alla Madonna. Intorno a lei ci sono San Giovanni e la Maddalena dolenti.
dipinto	Raffigura il Cristo morto che viene calato nel sepolcro; alla scena assistono le pie donne	Questo dipinto mostra Cristo morto che viene calato nel sepolcro. Alla scena assistono le pie donne.
dipinto	Raffigura il Cristo caricato della croce da soldati e carnefici	Questo dipinto mostra Cristo caricato della croce da soldati e carnefici.
dipinto	Raffigura il Cristo che si accascia sotto il peso della croce; su di lui infieriscono i soldati ed i carnefici	Questo dipinto mostra Cristo che si accascia sotto il peso della croce. I soldati e i carnefici infieriscono su di lui.
dipinto	Raffigura il Cristo che, sulla via del Calvario, incontra la Madonna e le pie donne, mentre su di lui infieriscono i soldati ed i carnefici	Questo dipinto mostra Cristo sulla via del Calvario che incontra la Madonna e le pie donne. I soldati e i carnefici infieriscono su di lui.
dipinto	Raffigura il Cristo che, sulla via del Calvario, viene aiutato da Simone il Cireneo a portare la croce	Questo dipinto mostra Cristo sulla via del Calvario aiutato da Simone il Cireneo a portare la croce.
dipinto	Raffigura il Cristo che, sulla via del Calvario, incontra la Veronica che mostra il velo con l'effigie di Cristo; sullo sfondo i soldati	Questo dipinto mostra Cristo sulla via del Calvario che incontra la Veronica. Lei mostra il velo con l'effigie di Cristo. Sullo sfondo ci sono i soldati.
dipinto	Raffigura il Cristo che si accascia sotto il peso della croce; su di lui infieriscono i soldati ed i carnefici	Questo dipinto mostra Cristo che si accascia sotto il peso della croce. I soldati e i carnefici infieriscono su di lui.
dipinto	Raffigura il Cristo che si volta a consolare le donne di Gerusalemme che piangono lungo la sua salita al Calvario. In primo piano una bella figura di bimbo che si volge verso lo spettatore	Questo dipinto mostra Cristo che si volta a consolare le donne di Gerusalemme che piangono lungo la sua salita al Calvario. In primo piano c'è un bambino che guarda verso lo spettatore.
dipinto	Raffigura il Cristo che si accascia sotto il peso della croce; su di lui infieriscono i soldati ed i carnefici	Questo dipinto mostra Cristo che si accascia sotto il peso della croce. I soldati e i carnefici infieriscono su di lui.
statua (elemento d'insieme)	La scultura (identificata dalla scheda cartacea come Tobia e l'angelo) raffigura un angelo abbigliato con un ampio abito svolazzante che tiene per mano un bimbo ed indica il cielo con la mano destra	Questa scultura mostra un angelo con un ampio abito svolazzante che tiene per mano un bambino e indica il cielo con la mano destra.
statua (elemento d'insieme)	La scultura raffigura l'arcangelo Michele vestito con armatura, nell'atto di pesare le anime sulla bilancia; sotto i suoi piedi (in parte rovinata e consunta) è la figura di Satana	Questa scultura mostra l'arcangelo Michele vestito con armatura mentre pesa le anime sulla bilancia. Sotto i suoi piedi c'è la figura di Satana, in parte rovinata.
dipinto (serie)	I 15 misteri del Rosario sono collocati tutto intorno alla nicchia centrale; presentano cornici in legno dorato con volute fogliacee. I toni sono bruni, tendenti al monocromo	I 15 misteri del Rosario sono collocati intorno alla nicchia centrale. Le cornici sono in legno dorato con decorazioni di foglie. I toni sono bruni e monocromatici.
dipinto	Affresco di forma ovale raffigurante Cristo in un alone di luce circondato da angeli	Questo affresco ovale mostra Cristo in un alone di luce circondato da angeli.
decorazione a intaglio	Due pannelli rettangolari con cornici decorate da motivi vegetali stilizzati	Questi due pannelli rettangolari hanno cornici decorate con motivi vegetali stilizzati.
dipinto (elemento d'insieme)	Dipinto raffigurante il primo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il primo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il decimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il decimo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il tredicesimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il tredicesimo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il quattordicesimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il quattordicesimo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il quindicesimo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il quindicesimo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il secondo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il secondo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il quarto Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il quarto Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante il sesto Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra il sesto Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante l'ottavo Mistero del Rosario, secondo l'iconografia ormai bene stabilita nel Seicento	Questo dipinto mostra l'ottavo Mistero del Rosario, secondo l'iconografia del Seicento.
dipinto (elemento d'insieme)	Dipinto raffigurante La Nascita di Maria, all'interno di un ciclo mariologico dei più tradizionali e destinato fin dall'origine a questa chiesa che è dedicata all'Assunta	Questo dipinto mostra la Nascita di Maria. Fa parte di un ciclo mariologico tradizionale destinato a questa chiesa dedicata all'Assunta.
dipinto (elemento d'insieme)	Dipinto raffigurante L'Annunciazione, all'interno di un ciclo mariologico dei più tradizionali e destinato fin dall'origine a questa chiesa che è dedicata all'Assunta	Questo dipinto mostra l'Annunciazione. Fa parte di un ciclo mariologico tradizionale destinato a questa chiesa dedicata all'Assunta.
dipinto (elemento d'insieme)	Dipinto raffigurante La Presentazione di Gesù al tempio, all'interno di un ciclo mariologico dei più tradizionali e destinato fin dall'origine a questa chiesa che è dedicata all'Assunta	Questo dipinto mostra la Presentazione di Gesù al tempio. Fa parte di un ciclo mariologico tradizionale destinato a questa chiesa dedicata all'Assunta.
decorazione a sbalzo (opera isolata)	Decorazione posta sulla base dell'ostensorio e raffigurante San Barnaba, titolare della chiesa	Questa decorazione si trova sulla base dell'ostensorio e mostra San Barnaba, titolare della chiesa.
decorazione a sbalzo (opera isolata)	Decorazione posta sulla base dell'ostensorio e raffigurante San Baudolino, titolare della chiesa	Questa decorazione si trova sulla base dell'ostensorio e mostra San Baudolino, titolare della chiesa.
dipinto (elemento d'insieme)	S. Gregorio in veste di pontefice è raffigurato sul lato sinistro del dipinto, in atto di scendere lo scalone, per fare egli stesso l'elemosina ad una folla di poveri inginocchiati	Questo dipinto mostra San Gregorio in veste di pontefice sul lato sinistro, mentre scende lo scalone per fare l'elemosina a una folla di poveri inginocchiati.
dipinto (elemento d'insieme)	L'affresco centrale raffigura San Gregorio circondato da angeli che lo elevano sino alla Gloria dei cieli	Questo affresco centrale mostra San Gregorio circondato da angeli che lo elevano fino alla Gloria dei cieli.
dipinto (elemento d'insieme)	Un medaglione in stucco incornicia l'evangelista Giovanni, rappresentato con il suo simbolo dell'acquila	Un medaglione in stucco incornicia l'evangelista Giovanni, rappresentato con il suo simbolo dell'aquila.
dipinto (elemento d'insieme)	Sul lato sinistro dell'affresco è raffigurato Giacobbe addormentato, mentre sogna una scala elevata fino al cielo, dalla quale scendono e salgono degli angeli	Sul lato sinistro dell'affresco è raffigurato Giacobbe addormentato, mentre sogna una scala che arriva fino al cielo, con angeli che salgono e scendono.
dipinto (elemento d'insieme)	Nell'affresco è raffigurato Giobbe, spogliato di tutti i beni, abbandonato da tutti, ingiuriato dalla moglie e dai tre amici, Elifaz, Baldad, Sofar	Questo affresco mostra Giobbe, spogliato di tutti i beni, abbandonato da tutti, ingiuriato dalla moglie e dai tre amici Elifaz, Baldad e Sofar.
dipinto (elemento d'insieme)	Nell'affresco è raffigurato l'episodio di Giuditta mentre entra con la sua ancella nella tenda di Olofern ee si appresta a troncarne la testa per riportarla in Betulia	Questo affresco mostra Giuditta mentre entra con la sua ancella nella tenda di Oloferne per tagliargli la testa e riportarla a Betulia.
dipinto (elemento d'insieme)	Al centro del dipinto è raffigurato Mosè sul monte Sinai, mentre riceve da Dio le tavole dei Dieci Comandamenti	Al centro del dipinto c'è Mosè sul monte Sinai, mentre riceve da Dio le tavole dei Dieci Comandamenti.
dipinto (elemento d'insieme)	La Carità è raffigurata con simbolo di una fiamma sul capo in atto di allattare un bambino. L'affresco è di colore chiaro ad imitazione del marmo	La Carità è raffigurata con una fiamma sul capo mentre allatta un bambino. L'affresco è di colore chiaro per imitare il marmo.
stallo (elemento d'insieme)	Lo stallo reca un intaglio a formelle mistilinee	Lo stallo ha un intaglio con formelle mistilinee.
